name,address,city,state,country,phone,website,domain,email,category,categories,rating,reviews_count,source,source_url,search_term,created_at,b2b_score,review_status,qualification_reason
VILLATI REVESTIMENTOS,"R. Henrique Zamith, 30",Nova Friburgo,Rio de Janeiro,Brazil,+55 22 2010-6386,,,,Loja de materiais de construção,Loja de materiais de construção,4.6,14.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=VILLATI%20REVESTIMENTOS&query_place_id=ChIJDfOMMb-KlwARcfTuUDfh-1Y,,2026-06-01T09:36:46,11,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating
SH Revestimentos,"R. Abunã, 2334",Porto Velho,Rondônia,Brazil,+55 69 99974-8857,,,,Loja de pisos,Loja de pisos | Fornecedor de materiais de construção | Atacadista de cerâmica | Loja de tintas,4.3,12.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=SH%20Revestimentos&query_place_id=ChIJUeFrgZZdMpIRI63XariAn_E,,2026-06-01T09:36:46,11,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating
Piso Laminado e Vinílico *Exclusive,"Escritório da empresa - R. Tucuruí, N° 94",Uberlândia,Minas Gerais,Brazil,+55 34 99252-8766,,,,Fornecedor de pisos de madeira e laminados,Fornecedor de pisos de madeira e laminados | Serviço de acabamento de pisos | Empreiteira para instalação/reparo de pisos | Loja de pisos | Serviço de instalação de piso de madeira,5.0,10.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Piso%20Laminado%20e%20Vin%C3%ADlico%20*Exclusive&query_place_id=ChIJsWfvGbCqpAARUuDysZ9xM-A,,2026-06-01T09:36:46,11,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating
WAP PISOS,"R. da Mangueira, 55",Pres. Dutra,Maranhão,Brazil,+55 99 98119-3799,,,,Loja de materiais de construção,Loja de materiais de construção,5.0,7.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=WAP%20PISOS&query_place_id=ChIJUWDZ50FdiAcRJamDWj9-CJs,,2026-06-01T09:36:46,11,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating
STELLA FERRAMENTAS,"Av. Candeias, 2677",Ariquemes,Rondônia,Brazil,+55 69 3536-3004,,,,Loja de ferramentas,Loja de ferramentas | Fornecedor de abrasivos | Loja de marcenaria | Saúde e segurança ocupacional | Loja de ferragens | Fornecedor de pisos de madeira e laminados,5.0,3.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=STELLA%20FERRAMENTAS&query_place_id=ChIJHxr_o5uRzJMRBwn0-7gYg18,,2026-06-01T09:36:46,11,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating
Revesthome modulados e revestimentos vinilicos,Av.Timbiras 76 Núcleo 3,Manaus,AM,Brazil,+55 92 99127-8223,,,,Fornecedor de revestimento,Fornecedor de revestimento,5.0,2.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Revesthome%20modulados%20e%20revestimentos%20vinilicos&query_place_id=ChIJr-tPp5AbbJIR0KIJ9sZYUKM,,2026-06-01T09:36:46,11,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available; strong rating
DIVIPISO = Piso Laminado | Piso Vinílico | Rodapé | Carpete | Divpiso | Em Vitória | Desde 1984 🔶🔷,"Espírito Santo (Ao Lado Móveis Conquista - Av. Fernando Ferrari, 3221",Vitória,Espírito Santo,Brazil,+55 27 3022-0050,https://www.divpiso.com.br/,divpiso.com.br,,Loja de pisos,Loja de pisos,4.9,2385.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=DIVIPISO%20%3D%20Piso%20Laminado%20%7C%20Piso%20Vin%C3%ADlico%20%7C%20Rodap%C3%A9%20%7C%20Carpete%20%7C%20Divpiso%20%7C%20Em%20Vit%C3%B3ria%20%7C%20Desde%201984%20%F0%9F%94%B6%F0%9F%94%B7&query_place_id=ChIJl4K0ZWkYuAARP3N3scZLoBc,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Outlet dos Pisos,"R: Nelson Tartuce, 500",São Paulo,São Paulo,Brazil,+55 11 98805-5345,http://www.outletdospisossp.com.br/,outletdospisossp.com.br,,Loja de pisos,Loja de pisos,4.9,1796.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Outlet%20dos%20Pisos&query_place_id=ChIJVVUpsC5nzpQR1SqQm-y33Nw,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Badia Pisos Laminados e Vinílicos,Rua Conde de Bonfim,Rio de Janeiro,Rio de Janeiro,Brazil,+55 21 2568-4548,http://badia.com.br/,badia.com.br,,Loja de pisos,Loja de pisos,4.9,869.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Badia%20Pisos%20Laminados%20e%20Vin%C3%ADlicos&query_place_id=ChIJrTMbu09-mQARsL15QxG5A3A,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Atacadão dos Pisos Em Guarujá,"Av. Santos Dumont, 3301",Guarujá,São Paulo,Brazil,+55 13 98863-9928,https://wa.me/5513988639928?text=Venho+do+Google,wa.me,,Loja de pisos,Loja de pisos,4.7,609.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Atacad%C3%A3o%20dos%20Pisos%20Em%20Guaruj%C3%A1&query_place_id=ChIJs0YfJ48BzpQRG1yOubymBPg,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Adriano Pisos Laminados e Vinílicos Ltda,"Av doutor augusto de toledo, 1511 São Caetano do Sul",São Caetano do Sul,SP,Brazil,+55 11 97244-7081,https://adrianopisos.com.br/,adrianopisos.com.br,,Loja de pisos,Loja de pisos,4.7,398.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Adriano%20Pisos%20Laminados%20e%20Vin%C3%ADlicos%20Ltda&query_place_id=ChIJ94gZc6dfzpQRR7Xsl8EXrQg,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Easy Decor Pisos Vinílicos e Laminados,"Av. Dom Pedro II, 2732",Santo André,São Paulo,Brazil,+55 11 3439-8580,http://easydecorpisos.com.br/,easydecorpisos.com.br,,Loja de pisos,Loja de pisos | Loja de persianas | Loja de Cortina | Loja de papel de parede,4.8,374.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Easy%20Decor%20Pisos%20Vin%C3%ADlicos%20e%20Laminados&query_place_id=ChIJzYyDfc1CzpQRqxxak2bOWvY,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
"Prime Pisos - Vila Velha | Piso Vinílico, Piso Laminado, Rodapés e Carpetes","R. Luiza Grinalda, 599",Vila Velha,Espírito Santo,Brazil,+55 27 3061-7171,http://www.primepisos.com.br/,primepisos.com.br,,Loja de pisos,Loja de pisos,4.2,329.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Prime%20Pisos%20-%20Vila%20Velha%20%7C%20Piso%20Vin%C3%ADlico%2C%20Piso%20Laminado%2C%20Rodap%C3%A9s%20e%20Carpetes&query_place_id=ChIJQXa_UzgWuAARIopSpvHJfr0,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Atacadão dos Pisos Mogi,"Av. Lourenço de Souza Franco, 504",Mogi das Cruzes,São Paulo,Brazil,+55 11 93082-2420,http://www.atacadaodospisosmogi.com.br/,atacadaodospisosmogi.com.br,,Loja de pisos,Loja de pisos,4.4,306.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Atacad%C3%A3o%20dos%20Pisos%20Mogi&query_place_id=ChIJ84zwcXV3zpQRz0OWwWnDiFA,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Atacadão Madeiras,"450, Av. Norte Externa, 22",São José de Ribamar,MA,Brazil,+55 98 3224-0828,https://atacadaomadeiras.com/atacadao-inicio,atacadaomadeiras.com,,Loja de madeiras,Loja de madeiras | Loja de pisos,4.1,266.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Atacad%C3%A3o%20Madeiras&query_place_id=ChIJa8tfJ5qQ9gcRkq3x4LHp0yE,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
CARIOCA PISOS LAMINADOS E PISOS VINILICOS,"R. Hermengarda, 575",Rio de Janeiro,Rio de Janeiro,Brazil,+55 21 3905-8000,http://www.cariocapisos.com/,cariocapisos.com,,Loja de pisos,Loja de pisos,4.7,226.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=CARIOCA%20PISOS%20LAMINADOS%20E%20PISOS%20VINILICOS&query_place_id=ChIJq0_w_Lt9mQARWMSAllh2LEU,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
NS Brazil Tecnologia em Pisos e Revestimentos Ltda.,"R. Letício, 136",Diadema,São Paulo,Brazil,+55 11 4066-8040,http://www.nsbrazil.com.br/,nsbrazil.com.br,,Fabricante,Fabricante,4.3,225.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=NS%20Brazil%20Tecnologia%20em%20Pisos%20e%20Revestimentos%20Ltda.&query_place_id=ChIJKWZAdg1EzpQRISGYeEmWhpQ,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
NATURAFLOOR Pisos Laminados,"Av. Dr. Carlos de Campos, 60",Guarulhos,São Paulo,Brazil,+55 11 2440-7722,https://g.page/pisotex,g.page,,Loja de pisos,Loja de pisos,4.9,218.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=NATURAFLOOR%20Pisos%20Laminados&query_place_id=ChIJuz_vFj_1zpQR76GVzh88ixM,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Servtop - Soluções em Pisos,"R. Aureliano Leal, 88",São Paulo,São Paulo,Brazil,+55 11 4102-0888,http://www.servtop.com.br/,servtop.com.br,,Loja de pisos,Loja de pisos,5.0,207.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Servtop%20-%20Solu%C3%A7%C3%B5es%20em%20Pisos&query_place_id=ChIJp-ZhnEr1zpQRP5d7RUWi8CA,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Brasforti Pisos Vinílicos,"R. Clemente Pereira, 170",São Paulo,São Paulo,Brazil,+55 11 91336-2215,http://www.brasfortirevestimentos.com.br/,brasfortirevestimentos.com.br,,Loja de pisos,Loja de pisos,4.8,191.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Brasforti%20Pisos%20Vin%C3%ADlicos&query_place_id=ChIJU2nBEpJbzpQR12dubwHNSBQ,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Bello Piso - Lixamento de Parquet e Quadras Esportivas - Aplicação de Sinteco,,,,,+55 51 3508-7139,https://bellopiso.com.br/,bellopiso.com.br,,Empreiteira para instalação/reparo de pisos,Empreiteira para instalação/reparo de pisos | Service establishment | Serviço de acabamento de pisos | Lixamento e polimento de pisos | Loja de pisos,4.3,174.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Bello%20Piso%20-%20Lixamento%20de%20Parquet%20e%20Quadras%20Esportivas%20-%20Aplica%C3%A7%C3%A3o%20de%20Sinteco&query_place_id=ChIJE9fRi12dGZURyfY7UzlF9Rw,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Atacadão dos Pisos,"Av. Sen. Salgado Filho, 4153",São Leopoldo,Rio Grande do Sul,Brazil,+55 51 98482-1815,https://atacadaodospisos.lovable.app/,atacadaodospisos.lovable.app,,Loja de pisos,Loja de pisos,4.3,162.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Atacad%C3%A3o%20dos%20Pisos&query_place_id=ChIJuTUkzJFCGZURkmEB5x3BsLM,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Premium Pisos Laminados e Vinilicos,"Av. Caminho do Mar, 2074",São Bernardo do Campo,São Paulo,Brazil,+55 11 96749-3675,http://www.abcpisoslaminados.com.br/,abcpisoslaminados.com.br,,Loja de pisos,Loja de pisos,4.9,144.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Premium%20Pisos%20Laminados%20e%20Vinilicos&query_place_id=ChIJJV-aOw5DzpQRwnu7Uz3DsPs,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
R&C Pisos Laminados,"Rua: Aurea Tavares, 204",Taboão da Serra,São Paulo,Brazil,+55 11 94957-4274,https://www.rcpisosedecoracoes.com.br/,rcpisosedecoracoes.com.br,,Loja de pisos,Loja de pisos,4.9,130.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=R%26C%20Pisos%20Laminados&query_place_id=ChIJa2VAJw7EOSkRvwT1vW1mkR8,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Real Pisos Laminados - (Pisos laminados e vinílicos em BH e região),"Av. Amália, 26",Sabará,Minas Gerais,Brazil,+55 31 3674-6130,https://www.realpisoslaminados.com.br/,realpisoslaminados.com.br,,Loja de pisos,Loja de pisos,4.9,129.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Real%20Pisos%20Laminados%20-%20(Pisos%20laminados%20e%20vin%C3%ADlicos%20em%20BH%20e%20regi%C3%A3o)&query_place_id=ChIJA1J-5SibpgAR25Zo52Dy0W0,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Villary Pisos - Pisos Laminados e Pisos Vinílicos,"Av. Dom Pedro I, 798",São Paulo,São Paulo,Brazil,+55 11 2914-1134,https://villarypisos.com.br/,villarypisos.com.br,,Loja de pisos,Loja de pisos,4.8,104.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Villary%20Pisos%20-%20Pisos%20Laminados%20e%20Pisos%20Vin%C3%ADlicos&query_place_id=ChIJrZ-MGFlZzpQRYXHv_SFlMi4,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Rondotex Tintas e Revestimentos,"Av. Pinheiro Machado, 5776",Porto Velho,Rondônia,Brazil,+55 69 3214-1262,http://www.rondotex.com.br/,rondotex.com.br,,Loja de tintas,Loja de tintas,4.6,86.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Rondotex%20Tintas%20e%20Revestimentos&query_place_id=ChIJzRvQflZbMpIR0Z6D-H4cLqU,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Swiss Revestimentos,"Atendimento WhatsApp (11) 99837-3907 - Praça Gen. Polidoro, 27",São Paulo,São Paulo,Brazil,+55 11 3207-5385,http://www.swissrevestimentos.com.br/,swissrevestimentos.com.br,,Loja de pisos,Loja de pisos,4.8,83.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Swiss%20Revestimentos&query_place_id=ChIJdzP-C3ZZzpQRmvAZ0ssJl8o,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Pisos Vinílicos Campinas,"Rua Barão Geraldo de Rezende, 97 - Loja 08",Campinas,São Paulo,Brazil,+55 19 3237-0605,https://pisovinilicocampinas.com.br/,pisovinilicocampinas.com.br,,Empreiteira para instalação/reparo de pisos,Empreiteira para instalação/reparo de pisos,4.7,83.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Pisos%20Vin%C3%ADlicos%20Campinas&query_place_id=ChIJiwgQIa_IyJQRNworx3ipMQA,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
"Portopiso - Pisos Laminados, Vinílicos e Rodapés","Av. Cel. Frederico Linck, 1007",Novo Hamburgo,Rio Grande do Sul,Brazil,+55 51 3593-2222,http://www.portopiso.com.br/,portopiso.com.br,,Loja de pisos,Loja de pisos,4.9,65.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Portopiso%20-%20Pisos%20Laminados%2C%20Vin%C3%ADlicos%20e%20Rodap%C3%A9s&query_place_id=ChIJ3aO6kqtDGZURsulnJY3Um7U,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Pisos Porto Alegre - Pisos Laminados,"Av. Cristóvão Colombo, 1597",Porto Alegre,Rio Grande do Sul,Brazil,+55 51 3026-5569,https://www.pisosportoalegre.com.br/,pisosportoalegre.com.br,,Loja de pisos,Loja de pisos,5.0,60.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Pisos%20Porto%20Alegre%20-%20Pisos%20Laminados&query_place_id=ChIJFVbDgZ15GZURwH4AgbuWxD4,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Pisos Laminados Campinas,"R. dos Expedicionários, 1194",Campinas,São Paulo,Brazil,+55 19 99399-2397,http://pisoslaminados.campinas.br/,pisoslaminados.campinas.br,,Loja de pisos,Loja de pisos | Serviço de acabamento de pisos | Empreiteira para instalação/reparo de pisos | Serviço de laminação,4.7,59.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Pisos%20Laminados%20Campinas&query_place_id=ChIJAavRG-nOyJQRA-YhASpVzSs,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Ruvex Revestimentos l Piso Vinílico l Piso Laminado - Criciúma,"Av. Santos Dumont, 2440",Criciúma,Santa Catarina,Brazil,+55 48 3411-6364,https://ruvexrevestimentos.com.br/,ruvexrevestimentos.com.br,,Loja de pisos,Loja de pisos,5.0,55.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Ruvex%20Revestimentos%20l%20Piso%20Vin%C3%ADlico%20l%20Piso%20Laminado%20-%20Crici%C3%BAma&query_place_id=ChIJFxAHkVuDIZURoJKkYQUQ9wo,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating; many reviews
Distribuidora de Pisos Salvador Ltda/atacadao dos Pisos ltda,"Estr. das Barreiras, 98b",Salvador,Bahia,Brazil,+55 71 3353-0380,,,,Loja de pisos,Loja de pisos,3.9,49.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Distribuidora%20de%20Pisos%20Salvador%20Ltda%2Fatacadao%20dos%20Pisos%20ltda&query_place_id=ChIJE8Ue7oEbFgcRQG2wa2nhE_c,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available
GESSO MUNDIAL(Atacado),"Av. Cap. Júlio Bezerra, 1150",Boa Vista,Roraima,Brazil,+55 87 99819-9000,,,,Loja de materiais para paredes de gesso,Loja de materiais para paredes de gesso | Loja de materiais de construção | Centro comercial | Empreiteira de serviços com gesso | Companhia de Mineração | Fornecedor de revestimento | Fornecedor de estuque,,,apify_google_maps,https://www.google.com/maps/search/?api=1&query=GESSO%20MUNDIAL(Atacado)&query_place_id=ChIJveZTpQgGk40RIY_ciQL4SzI,,2026-06-01T09:36:46,10,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; phone available
Argus Distribuidora da Construção,"Av. Manoel Ruz Peres, 2800",Indaiatuba,São Paulo,Brazil,+55 19 97403-7739,http://www.argusdistribuidora.com.br/,argusdistribuidora.com.br,,Loja de materiais de construção,Loja de materiais de construção | Construtora | Loja de pisos | Reformas | Atacadista de eletrodomésticos,4.8,488.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Argus%20Distribuidora%20da%20Constru%C3%A7%C3%A3o&query_place_id=ChIJu3wPErZMz5QRL-vZzVQaKfA,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating; many reviews; negative/bad-fit signal
ConstruSar Acabamentos Outlet,"Rod. Fernão Dias, 489 KM",Betim,Minas Gerais,Brazil,+55 31 3157-0392,https://www.construsar.com.br/,construsar.com.br,,Serviço de entregas expresso,Serviço de entregas expresso | Loja de materiais de construção | Atacadista de materiais de construção | Serviço de distribuição | Serviço de acabamento de pisos | Loja de Presentes | Delivery | Correios | Depósito,4.8,401.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=ConstruSar%20Acabamentos%20Outlet&query_place_id=ChIJ440adSjHpgARgtOcZyYkP3E,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating; many reviews; negative/bad-fit signal
Villa SP Piso Vinílico Tarkett Durafloor Ospefloor Eucafloor Quick-Step Vexa Belgotex Arquitech Ruffino Piso Laminado,"R. Jaime Barcelos, 455 - Loja 1",São Paulo,São Paulo,Brazil,+55 11 99478-1990,https://villasp.com.br/,villasp.com.br,,Loja de pisos,Loja de pisos | Loja de Cortina | Empreiteira de serviços com gesso | Vidraçaria | Loja de artigos para reforma | Fornecedor de revestimento | Loja de papel de parede | Loja de cortinas e persianas | Fornecedor de pisos de madeira e laminados | Serviço de instalação de piso de madeira,5.0,110.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Villa%20SP%20Piso%20Vin%C3%ADlico%20Tarkett%20Durafloor%20Ospefloor%20Eucafloor%20Quick-Step%20Vexa%20Belgotex%20Arquitech%20Ruffino%20Piso%20Laminado&query_place_id=ChIJA4PJnR9nzpQRNAV1yl441qs,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating; many reviews; negative/bad-fit signal
"Nossa loja está passando por reforma e, em breve, divulgaremos o novo endereço.","IMPERIO Pisos e Revestimentos - Av. Rio das Pedras, 3100",São Paulo,São Paulo,Brazil,+55 11 2721-8671,http://www.imperiohc.com/,imperiohc.com,,Loja de pisos,Loja de pisos | Loja de materiais de construção,4.7,101.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Nossa%20loja%20est%C3%A1%20passando%20por%20reforma%20e%2C%20em%20breve%2C%20divulgaremos%20o%20novo%20endere%C3%A7o.&query_place_id=ChIJxYfxjGVnzpQR5kiLk1Vtprk,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating; many reviews; negative/bad-fit signal
Fênix World Distribuidora,"R. José Belesso, 368",Jundiaí,São Paulo,Brazil,+55 11 99374-7618,https://fenixworld.com.br/,fenixworld.com.br,,Fornecedor de materiais de construção,Fornecedor de materiais de construção | Loja de materiais de construção | Loja de pisos | Loja de artigos para reforma | Atacadista | Fornecedor de pisos de madeira e laminados,4.7,59.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=F%C3%AAnix%20World%20Distribuidora&query_place_id=ChIJXcrfFhohz5QRnpli_4z-MS0,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating; many reviews; negative/bad-fit signal
RD REVESTIMENTOS BELÉM,"R. Silva Castro, 336",Belém,Pará,Brazil,+55 91 98709-7253,https://rdrevestimentos.com.br/,rdrevestimentos.com.br,,Loja de materiais de construção,Loja de materiais de construção | Instalador de carpetes | Atacadista de carpetes | Empreiteira de serviços com gesso | Loja de materiais para paredes de gesso | Empreiteira de serviços de isolamento | Loja de materiais de isolamento | Empreiteira de construção de interiores | Fornecedor de forros de plástico e polietileno | Fornecedor de pisos de madeira e laminados,5.0,53.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=RD%20REVESTIMENTOS%20BEL%C3%89M&query_place_id=ChIJjXg-1eZhpJIRjSUeoXfkTZ4,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating; many reviews; negative/bad-fit signal
Infinity Revestimentos,"R. Henrique Osvaldo, 4",São Paulo,São Paulo,Brazil,+55 11 2268-2848,http://www.infinityrevestimentos.com.br/,infinityrevestimentos.com.br,,Loja de materiais de construção,Loja de materiais de construção | Loja de pisos | Loja de artigos para reforma,5.0,52.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Infinity%20Revestimentos&query_place_id=ChIJU8VLIpxezpQRJOgc1lbcTwA,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; B2B/distributor/wholesale signal; website available; phone available; strong rating; many reviews; negative/bad-fit signal
RF Pisos Vinilicos e Laminados Ltda,"Al. Rio Negro, 503",Barueri,São Paulo,Brazil,+55 11 93929-3454,http://www.rfpisos.com.br/,rfpisos.com.br,,Loja de pisos,Loja de pisos,4.9,43.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=RF%20Pisos%20Vinilicos%20e%20Laminados%20Ltda&query_place_id=ChIJ7eIhDQf3zpQRV4GYHDYEATo,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating
Progresso pisos laminados,"Av. Fernando Arens, 1421",Jundiaí,São Paulo,Brazil,+55 11 4087-3578,https://progressopisos.com.br/,progressopisos.com.br,,Loja de artigos domésticos,Loja de artigos domésticos,4.7,43.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Progresso%20pisos%20laminados&query_place_id=ChIJgwA81cAmz5QR-ByQ6RZeASQ,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating
Estilo Decorações Pisos Laminados e Vinílicos,"Rua Bartira, 1362",São Paulo,São Paulo,Brazil,+55 11 3675-7171,https://www.estilodecoracoes.com.br/,estilodecoracoes.com.br,,Loja de pisos,Loja de pisos | Loja de persianas | Loja de papel de parede,4.8,41.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Estilo%20Decora%C3%A7%C3%B5es%20Pisos%20Laminados%20e%20Vin%C3%ADlicos&query_place_id=ChIJZ6yV0PpXzpQRMDNko_jocdc,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating
Piso Mais - Piso Laminado e Vinílico,"R. José Mascarenhas, 1657",São Paulo,São Paulo,Brazil,+55 11 2082-3371,https://pisomais.com.br/,pisomais.com.br,,Loja de pisos,Loja de pisos,4.9,39.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Piso%20Mais%20-%20Piso%20Laminado%20e%20Vin%C3%ADlico&query_place_id=ChIJLXygWRtezpQRi6ehzGzw6uI,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating
Gold Pisos Vinílicos,"R. 264, 626",Itapema,Santa Catarina,Brazil,+55 47 99199-0969,https://goldpisosvinilicos.com.br/,goldpisosvinilicos.com.br,,Loja de pisos,Loja de pisos,5.0,30.0,apify_google_maps,https://www.google.com/maps/search/?api=1&query=Gold%20Pisos%20Vin%C3%ADlicos&query_place_id=ChIJgdlj09PF7iIR65D05bOwKgE,,2026-06-01T09:36:46,9,medium_b2b,flooring/revestimentos signal; website available; phone available; strong rating
